first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
John Victor,Maciel Furtado,0,0,11,437,8,0.0,56.4,0.0,0,32,5.7,1,0,1,0.3,40,GK,2.8
Nicolò,Savona,2,0,39,1025,18,123.2,216.6,94.0,0,131,43.5,3,0,2,0.1,45,DEF,8.7
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Dilane,Bakwa,0,1,15,387,9,129.7,55.0,82.0,0,60,26.3,0,0,1,0.0,59,MID,2.5
Lorenzo,Lucca,1,0,8,119,1,12.7,37.2,31.0,0,34,7.9,1,0,0,0.0,54,FWD,1.5
Luca,Netz,0,0,2,48,0,1.7,7.8,2.0,0,8,1.1,0,0,0,0.0,45,DEF,0.4
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK,0.0
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Ballard,2,2,118,2031,29,178.5,643.6,353.0,9,359,117.6,6,0,4,3.4,47,DEF,25.1
Trai,Hume,1,1,95,2614,34,301.6,452.4,210.0,6,331,95.5,8,0,9,0.4,45,DEF,21.1
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Dennis,Cirkin,0,0,14,301,2,8.9,58.2,8.0,0,44,7.1,1,0,1,0.0,40,DEF,3.5
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Luke,O'Nien,0,0,16,408,5,6.6,52.6,12.0,0,58,7.1,2,1,1,0.1,40,DEF,4.0
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Reinildo,Mandava,0,2,59,1580,23,111.7,311.8,39.0,6,207,46.4,5,1,7,3.4,38,DEF,15.5
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF,0.5
Simon,Adingra,1,1,34,649,8,116.8,81.4,75.0,3,81,27.0,4,0,2,0.3,49,MID,6.9
Habib,Diarra,2,5,59,1279,15,119.0,143.6,207.0,3,189,45.9,5,0,4,0.2,53,MID,11.1
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.2
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Enzo,Le Fée,4,5,120,2480,35,643.7,593.2,231.0,10,499,147.0,9,0,5,1.6,48,MID,25.0
Romaine,Mundle,0,0,14,399,11,33.6,29.4,69.0,0,42,12.7,0,0,1,0.0,49,MID,2.9
Dan,Neil,0,0,3,13,0,1.4,3.0,0.0,0,10,0.4,0,0,0,0.0,48,MID,0.6
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Chris,Rigg,1,0,30,699,7,129.5,90.0,82.0,1,115,30.1,3,0,1,0.1,47,MID,6.4
Noah,Sadiki,0,2,68,2474,34,262.4,318.0,122.0,0,354,70.4,8,0,8,0.1,49,MID,13.9
Chemsdine,Talbi,4,2,77,1355,13,196.7,228.0,217.0,6,233,63.7,6,0,0,0.2,49,MID,15.7
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,MID,0.0
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Wilson,Isidor,5,1,66,1063,16,24.3,200.8,401.0,7,224,62.5,4,0,1,1.5,50,FWD,13.2
Eliezer,Mayenda Dossou,2,0,39,750,9,53.8,117.6,188.0,5,121,35.5,3,0,0,0.5,52,FWD,7.5
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,FWD,0.0
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Granit,Xhaka,1,5,106,2451,31,492.0,589.0,92.0,5,511,117.3,8,0,5,3.3,51,MID,20.8
Robin,Roefs,0,0,122,2700,38,40.0,779.4,0.0,12,515,81.8,9,0,3,9.5,48,GK,25.4
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.5,39,DEF,0.3
Omar,Alderete,1,1,112,2505,34,135.8,703.6,233.0,5,378,107.6,9,0,6,6.1,41,DEF,27.3
Nordi,Mukiele,2,5,128,2334,32,305.4,617.4,166.0,10,426,108.9,8,0,5,10.1,46,DEF,27.8
Lutsharel,Geertruida,0,0,46,1411,21,116.1,238.0,67.0,0,190,42.1,2,0,1,0.1,45,DEF,10.2
Brian,Brobbey,6,1,75,1533,22,135.1,279.4,426.0,11,256,82.5,5,0,5,1.5,53,FWD,14.2
Bertrand,Traoré,1,1,30,634,9,108.4,115.6,135.0,1,118,35.9,3,0,1,0.0,55,MID,5.5
Jenson,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Tymur,Tutierov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Djiamgone Jocelin Ta,Bi,0,0,1,38,0,4.3,3.4,2.0,0,4,1.0,0,0,0,0.0,49,MID,0.2
Melker,Ellborg,0,0,16,270,2,0.0,73.6,0.0,3,62,7.4,1,0,0,0.2,40,GK,4.0
Nilson,Angulo,0,0,9,254,4,28.3,36.2,62.0,0,27,12.6,1,0,0,0.0,50,MID,1.8
Jack,Whittaker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Guglielmo,Vicario,0,0,90,2790,50,10.1,709.2,0.0,6,412,72.2,7,0,1,5.0,47,GK,19.1
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Antonín,Kinský,0,0,3,180,3,0.0,27.0,0.0,0,15,2.7,0,0,0,2.3,39,GK,0.8
Pedro,Porro Sauceda,1,3,94,2343,36,677.1,564.0,179.0,5,398,142.2,7,0,7,13.2,51,DEF,18.4
Cristian,Romero,4,1,91,1869,33,133.6,574.8,223.0,10,305,93.2,5,2,9,3.0,50,DEF,18.2
Kevin,Danso,0,0,41,1039,21,13.0,292.2,42.0,1,136,34.8,2,0,5,0.3,42,DEF,9.8
Ben,Davies,1,0,10,136,3,22.2,67.4,52.0,1,29,14.2,0,0,1,0.1,43,DEF,2.3
Radu,Drăgușin,0,0,15,513,13,3.2,122.2,27.0,0,26,15.3,0,0,0,0.0,45,DEF,3.3
Djed,Spence,0,0,61,1820,30,202.2,264.0,172.0,1,219,63.7,7,0,4,0.9,41,DEF,14.9
Destiny,Udogie,0,1,18,1004,21,157.7,167.6,90.0,0,77,41.6,0,0,3,0.3,43,DEF,4.2
Micky,van de Ven,4,1,100,2591,46,91.7,626.4,210.0,10,353,92.7,7,1,8,18.3,44,DEF,22.7
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
James,Maddison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,68,MID,0.0
Mohammed,Kudus,2,6,75,1535,20,413.8,333.4,302.0,7,257,104.7,7,0,3,9.2,64,MID,11.7
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
Mathys,Tel,3,1,58,953,20,319.1,218.8,254.0,5,202,79.4,1,0,0,0.1,62,MID,9.4
Rodrigo,Bentancur,1,1,68,1473,22,160.5,279.6,88.0,3,290,53.1,5,0,5,0.2,52,MID,13.1
Lucas,Bergvall,1,3,46,918,17,105.0,163.6,141.0,0,152,40.7,3,0,2,0.2,52,MID,8.8
Yves,Bissouma,0,0,13,516,16,20.6,83.8,23.0,0,85,12.6,0,0,4,0.0,52,MID,2.5
Wilson,Odobert,0,2,46,972,13,284.3,158.8,234.0,6,176,67.6,2,0,0,0.0,53,MID,8.7
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Archie,Gray,2,2,60,1463,28,138.1,257.2,158.0,6,235,55.3,5,0,5,0.2,48,MID,12.5
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Pape Matar,Sarr,2,3,66,1349,22,151.6,314.8,152.0,2,293,62.0,3,0,2,1.1,45,MID,14.7
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Callum,Olusesi,0,0,1,14,0,1.8,0.6,0.0,0,3,0.2,0,0,0,0.2,43,MID,0.2
Dominic,Solanke-Mitchell,3,0,39,958,21,80.5,193.4,331.0,4,178,60.4,0,0,1,3.2,72,FWD,5.4
Richarlison,de Andrade,9,3,95,1562,24,191.3,488.6,662.0,13,426,133.6,5,0,5,5.7,63,FWD,15.1
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Dane,Scarlett,0,0,2,7,0,4.1,1.0,2.0,0,5,0.7,0,0,0,0.5,43,FWD,0.5
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,3,96,1826,33,116.3,501.8,187.0,11,405,80.8,4,0,6,0.8,55,MID,17.5
Xavi,Simons,2,5,77,1685,36,505.5,345.4,243.0,7,335,109.4,3,1,5,4.0,65,MID,11.8
Randal,Kolo Muani,1,1,45,1369,28,237.4,152.4,225.0,1,131,60.5,3,0,2,0.4,69,FWD,6.5
Jun'ai,Byfield,0,0,1,1,0,0.5,0.4,0.0,0,3,0.1,0,0,0,0.0,40,DEF,0.2
James,Rowswell,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF,0.2
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Lucá,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Conor,Gallagher,0,1,24,742,19,134.7,107.2,108.0,0,126,35.0,0,0,0,0.1,50,MID,4.8
João Victor,de Souza Menezes,0,0,3,142,3,31.9,12.8,17.0,0,0,6.2,0,0,1,0.0,40,DEF,0.8
Rio,Kyerematen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
James,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Adama,Traoré Diarra,0,0,24,360,11,68.5,29.2,68.0,0,71,16.0,0,0,1,0.2,51,MID,4.7
Alphonse,Areola,0,1,51,1800,37,10.0,570.4,0.0,2,220,57.9,0,0,0,2.0,42,GK,12.1
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
El Hadji Malick,Diouf,0,6,93,2273,40,329.6,477.6,89.0,3,310,89.8,8,0,5,2.9,41,DEF,22.7
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
Maximilian,Kilman,0,0,36,1559,37,55.8,392.4,60.0,0,80,50.9,1,0,4,0.1,41,DEF,8.8
Konstantinos,Mavropanos,3,0,104,2082,36,52.0,657.6,276.0,5,321,98.6,5,0,2,3.7,45,DEF,23.1
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF,0.7
Ollie,Scarles,0,1,21,654,16,71.7,138.2,22.0,0,86,23.2,0,0,1,0.0,43,DEF,4.9
Jean-Clair,Todibo,0,1,44,1701,34,65.5,370.6,24.0,1,161,46.1,1,1,4,0.1,43,DEF,10.2
Aaron,Wan-Bissaka,0,3,63,1903,39,289.7,406.6,30.0,0,190,73.0,3,0,4,4.5,41,DEF,15.4
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Lucas,Tolentino Coelho de Lima,4,2,69,1513,33,397.2,374.6,186.0,8,291,95.7,3,1,5,1.1,59,MID,11.7
Tomáš,Souček,4,2,85,1768,36,153.8,429.6,354.0,6,340,93.9,6,1,2,0.3,57,MID,14.9
Crysencio,Summerville,5,3,98,2023,34,348.1,379.6,496.0,10,343,122.1,7,0,4,1.5,55,MID,17.8
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Guido,Rodríguez,0,0,8,175,2,6.0,9.8,2.0,0,30,1.7,1,0,1,0.0,48,MID,1.7
Luis Guilherme,Lira dos Santos,0,0,5,121,2,14.5,9.2,4.0,0,11,2.5,0,0,0,0.0,49,MID,1.0
George,Earthy,0,0,1,8,1,1.5,0.0,2.0,0,3,0.4,0,0,0,0.0,45,MID,0.2
Andy,Irving,0,0,9,156,4,52.3,31.6,2.0,0,49,8.6,0,0,0,0.2,43,MID,2.1
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Freddie,Potts,0,1,36,1151,24,140.8,185.8,37.0,0,212,36.5,1,0,1,0.5,43,MID,8.4
Jarrod,Bowen,8,10,159,2959,55,564.5,748.6,731.0,23,616,204.4,7,0,4,17.2,77,FWD,20.6
Niclas,Füllkrug,0,0,12,407,11,85.1,26.0,130.0,0,28,23.8,1,0,0,0.6,56,FWD,2.1
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.5,43,FWD,0.5
Kyle,Walker-Peters,1,0,44,1134,22,118.4,242.6,104.0,0,185,46.6,3,0,2,0.3,42,DEF,10.5
Callum,Wilson,5,2,67,1060,19,95.8,228.2,406.0,7,230,71.8,1,0,0,0.5,58,FWD,11.6
Mads,Hermansen,0,0,58,1170,20,10.0,311.6,0.0,8,217,32.2,6,0,0,1.6,42,GK,13.8
Mateus Gonçalo,Espanha Fernandes,3,3,114,2567,42,535.0,546.8,114.0,6,565,119.7,7,0,7,0.4,55,MID,20.7
Soungoutou,Magassa,1,0,41,969,23,83.1,181.4,44.0,2,182,30.9,2,0,4,0.0,50,MID,8.2
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ezra,Mayers,0,0,6,113,3,34.9,21.8,9.0,0,18,6.6,0,0,0,0.0,40,DEF,1.5
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Mohamadou,Kanté,0,0,8,38,0,12.9,15.6,12.0,0,28,3.7,0,0,1,0.0,45,MID,1.8
Pablo Felipe,Pereira de Jesus,0,1,19,554,7,100.2,71.2,68.0,0,68,24.0,2,0,0,0.0,54,FWD,3.5
Valentín,Castellanos,4,1,44,1025,13,152.1,198.2,347.0,3,171,68.5,6,0,3,0.3,55,FWD,8.0
Keiber,Lamadrid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Axel,Disasi,0,0,36,810,9,14.8,147.0,80.0,1,145,24.2,5,0,0,0.3,45,DEF,8.0
Finlay,Herrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Sam,Johnstone,0,0,21,1080,24,0.1,308.0,0.0,0,117,30.8,0,0,0,0.1,44,GK,4.8
José,Malheiro de Sá,0,0,57,1800,34,10.0,432.8,0.0,6,255,44.6,4,0,2,1.2,42,GK,13.6
Daniel,Bentley,0,0,2,90,3,0.0,27.6,0.0,0,5,2.8,0,0,0,0.6,39,GK,0.5
Emmanuel,Agbadou,0,0,23,1100,29,76.0,312.2,75.0,0,86,46.4,0,1,1,0.1,42,DEF,5.5
Matt,Doherty,0,0,12,702,14,50.8,116.2,18.0,0,47,18.6,1,0,4,0.1,44,DEF,2.7
Hugo,Bueno López,1,2,73,2126,40,596.0,494.8,154.0,4,287,124.8,4,0,2,0.2,43,DEF,17.0
Yerson,Mosquera Valdelamar,0,0,51,1777,34,136.5,355.0,219.0,3,196,71.1,4,0,11,0.1,43,DEF,11.9
Rodrigo,Martins Gomes,3,0,36,651,15,65.8,171.6,188.0,0,74,42.6,0,0,0,0.1,44,DEF,8.2
Santiago,Ignacio Bueno,2,2,75,2102,40,99.9,491.4,170.0,2,264,76.0,4,0,4,0.1,44,DEF,17.0
Toti,Gomes,0,0,31,1129,28,78.5,271.6,36.0,0,108,38.7,1,1,1,0.1,42,DEF,7.4
Ki-Jana,Hoever,0,0,10,423,13,87.8,101.4,13.0,0,38,20.3,0,0,0,0.9,38,DEF,2.6
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pedro,Cardoso de Lima,0,0,4,48,2,0.8,0.2,7.0,0,2,0.7,0,0,0,0.4,40,DEF,1.0
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,DEF,0.0
Hwang,Hee-chan,2,1,46,1178,24,155.6,133.4,149.0,0,130,43.1,2,0,3,0.1,56,MID,8.2
André,Trindade da Costa Neto,1,0,85,2310,46,262.2,372.4,38.0,4,415,67.2,2,0,9,0.1,52,MID,16.3
Jean-Ricner,Bellegarde,1,1,42,1205,29,181.5,186.6,145.0,0,195,50.9,3,0,5,0.1,51,MID,8.2
Fer,López González,0,1,12,228,9,61.0,29.0,37.0,0,38,12.4,0,0,1,0.0,51,MID,2.4
João Victor,Gomes da Silva,1,2,96,2471,50,308.9,420.2,157.0,6,472,89.1,4,0,9,0.4,53,MID,18.1
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Marshall,Munetsi,1,2,38,872,19,61.8,163.6,196.0,1,131,42.1,0,0,2,0.0,53,MID,7.2
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tawanda,Chirewa,0,0,2,25,0,0.3,3.2,0.0,0,4,0.4,0,0,0,0.2,43,MID,0.5
Tom,Edozie,1,0,7,11,0,0.4,34.4,23.0,0,24,5.8,0,0,0,0.4,43,MID,1.6
Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,43,MID,0.0
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD,0.0
Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.0,49,FWD,0.2
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,FWD,0.0
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,42,FWD,0.0
Jhon,Arias,1,0,45,1117,21,204.0,171.0,148.0,2,175,52.1,2,0,1,0.1,49,MID,9.2
David,Møller Wolfe,0,2,29,839,20,110.8,142.0,46.0,0,69,30.0,1,0,1,0.1,42,DEF,6.9
Jackson,Tchatchoua,0,1,51,1830,37,345.3,315.6,69.0,0,152,73.1,3,0,3,0.0,44,DEF,11.6
Ladislav,Krejcí,2,1,60,2201,44,132.6,502.0,267.0,0,204,90.5,3,1,3,0.1,45,DEF,13.3
Tolu,Arokodare,3,2,60,1250,26,172.9,223.8,475.0,4,202,86.4,3,0,1,0.1,52,FWD,11.5
Mateus,Mané,2,2,55,1361,24,258.1,224.6,209.0,6,215,68.5,5,0,0,2.0,43,FWD,12.8
Saheed,Olagunju,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,Rawlings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Temple,Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ethan,Sutherland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jerome,Abbey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Angel,Gomes,0,0,12,379,7,66.9,42.4,23.0,0,62,13.2,1,0,1,0.0,47,MID,2.6
Adam,Armstrong,1,2,24,727,13,70.1,92.0,78.0,0,90,23.9,3,0,3,0.1,52,FWD,4.6
Alfie,Brooks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
