id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
10697,Ryan Gravenberch,24,2126,4,1.0563682718202472,2,1.9204957820475101,27,21,4,0,M,Liverpool,4,1.0563682718202472,10.503693837672472,8.69951950572431
10751,Brenden Aaronson,25,1685,4,4.6817920897156,3,3.9036607705056667,32,23,1,0,F M S,Leeds,4,4.6817920897156,10.121458439156413,2.3262350894510746
11966,Noah Okafor,23,1298,4,4.759005755186081,0,1.3100237771868706,26,13,3,0,F M S,Leeds,4,4.759005755186081,8.000808700919151,2.69681229442358
1653,Michael Keane,22,1861,3,3.1749278642237186,0,0.097673699259758,18,1,0,1,D S,Everton,3,3.1749278642237186,4.005630404688418,3.10913806874305
5613,Gabriel,21,1807,3,3.1688173543661833,3,2.0966507494449615,16,5,2,0,D S,Arsenal,3,3.1688173543661833,6.207956690341234,5.728796362876892
6456,Callum Hudson-Odoi,24,1478,3,2.462051371112466,1,3.083422467112541,26,32,0,0,M S,Nottingham Forest,3,2.462051371112466,9.61503990739584,4.9133218713104725
6615,Trevoh Chalobah,25,2200,3,1.3682188214734197,0,0.15989681333303452,13,3,3,1,D,Chelsea,3,1.3682188214734197,10.81077590584755,10.679102875292301
7208,Samuel Chukwueze,13,621,3,1.4387551825493574,4,2.3921956084668636,16,16,0,0,M S,Fulham,3,1.4387551825493574,4.916228488087654,1.8102157888934016
7230,Emile Smith-Rowe,26,1251,3,2.9577385000884533,0,1.057345075532794,25,13,1,0,M S,Fulham,3,2.9577385000884533,5.8023066483438015,2.8574266396462917
7498,Lyle Foster,19,1039,3,2.5955655314028263,1,0.8142501264810562,15,8,3,0,F M S,Burnley,3,2.5955655314028263,4.096010347828269,0.9086765106767416
7723,John McGinn,22,1663,3,2.3858819976449013,2,1.9973520254716277,18,22,3,0,M S,Aston Villa,3,2.3858819976449013,5.81129614263773,2.51037806738168
7768,Mason Mount,17,827,3,1.7134401425719261,0,1.3764615170657635,18,14,0,0,M S,Manchester United,3,1.7134401425719261,4.889510989189148,2.9160353913903236
8094,Mathis Cherki,21,1084,3,2.1557452976703644,7,6.707197193056345,28,34,1,0,F M S,Manchester City,3,2.1557452976703644,11.826725214719772,6.228714870288968
8150,Anthony Gordon,20,1374,3,6.013576906174421,2,3.504686549305916,34,21,3,1,F S,Newcastle United,1,4.491239201277494,9.14059179648757,3.7644800003618
8211,Amine Adli,22,811,3,3.4443701934069395,1,1.053285313770175,17,14,2,0,M S,Bournemouth,3,3.4443701934069395,5.611560434103012,1.8663455806672573
8288,Tomas Soucek,23,1171,3,3.3066168650984764,0,0.618971997871995,13,7,1,1,M S,West Ham,3,3.3066168650984764,4.687380537390709,3.0481781251728535
8651,Enzo Le Fée,25,2050,3,3.573987737298012,4,2.274034312926233,22,31,5,0,F M S,Sunderland,1,1.2905180044472218,6.330437360331416,4.153700318187475
8864,Matthew Cash,24,2143,3,1.0914580300450325,2,2.4275558358058333,24,22,5,0,D,Aston Villa,3,1.0914580300450325,6.2313505709171295,4.365488309413195
9451,Chimuanya Ugochukwu,25,1756,3,2.2985972836613655,1,0.399788212031126,17,8,1,1,M S,Burnley,3,2.2985972836613655,6.0577617436647415,4.039198614656925
9453,Moisés Caicedo,21,1775,3,1.2445463798940182,1,2.0080485120415688,18,12,8,1,M S,Chelsea,3,1.2445463798940182,11.227437371388078,9.60876620002091
9780,Mathys Tel,19,621,3,1.8667949941009283,0,0.35957776568830013,21,8,0,0,F M S,Tottenham,3,1.8667949941009283,2.852469688281417,0.8658859319984913
9910,Anton Stach,21,1712,3,2.233123918995261,3,4.672012981027365,38,42,3,0,M S,Leeds,3,2.233123918995261,7.429413115605712,4.422995246946812
9983,Beto,26,856,3,5.675983771681786,0,0.5271521005779505,24,3,2,0,F S,Everton,3,5.675983771681786,6.415096998214722,0.8020341843366623
10715,João Palhinha,23,1505,3,1.2697304990142584,2,0.5716438414528966,19,5,6,0,D M S,Tottenham,3,1.2697304990142584,3.583195415325463,2.5056635849177837
10807,Jan Paul van Hecke,24,2134,3,2.502455440349877,2,0.523463599383831,17,6,7,0,D,Brighton,3,2.502455440349877,10.130209937691689,9.5299003534019
10809,Keane Lewis-Potter,24,1070,3,1.9063071589916945,1,1.3536222763359547,18,10,1,0,D F M S,Brentford,3,1.9063071589916945,3.6881389170885086,0.8340130932629108
11070,Jørgen Strand Larsen,24,1589,3,4.641197364777327,1,0.5215367181226611,27,7,3,0,F S,"Crystal Palace,Wolverhampton Wanderers",2,3.1188596580177546,4.341144435107708,1.6489504277706146
11385,Yasin Ayari,21,1702,3,1.9381146244704723,2,0.9990442283451557,39,12,0,0,M S,Brighton,3,1.9381146244704723,7.1067189052701,5.138047395274043
11944,Patrick Dorgu,22,1327,3,2.0813217908143997,3,2.645839985460043,20,24,5,0,D M S,Manchester United,3,2.0813217908143997,5.760951640084386,1.712141117081046
12408,Daniel Muñoz,18,1593,3,2.0513851903378963,2,3.7447737604379654,17,18,5,0,D,Crystal Palace,3,2.0513851903378963,7.138984805904329,2.3470157915726304
12948,Mateus Fernandes,24,1967,3,0.9669336657971144,3,2.437056401744485,18,26,3,0,M S,West Ham,3,0.9669336657971144,5.036455515772104,2.7233529277145863
13364,Diego Gómez,23,1560,3,4.691494140774012,0,1.3801509141921997,28,16,6,0,F M S,Brighton,3,4.691494140774012,8.970405831933022,3.8617478953674436
13717,Chemsdine Talbi,20,1082,3,1.3657173933461308,1,0.4604962673038244,17,10,0,0,F M S,Sunderland,3,1.3657173933461308,2.096960673108697,0.5078275054693222
87,Joelinton,19,1377,2,1.7092048591002822,0,1.7188962139189243,22,12,6,0,M S,Newcastle United,2,1.7092048591002822,7.43313193321228,5.097707314416766
500,Alex Iwobi,20,1730,2,1.114724594168365,2,2.2483759904280305,21,27,2,0,M,Fulham,2,1.114724594168365,6.567880617454648,4.501344010233879
668,Idrissa Gueye,17,1414,2,1.484951339662075,1,0.9682480208575726,18,9,1,1,M,Everton,2,1.484951339662075,6.620515464805067,5.201468429528177
675,Jack Grealish,20,1645,2,3.084938551299274,6,4.558330744504929,26,38,2,1,F M S,Everton,2,3.084938551299274,9.290637398138642,3.2924681939184666
833,Virgil van Dijk,26,2340,2,2.0596988182514906,0,0.17660602368414402,18,7,4,0,D,Liverpool,2,2.0596988182514906,8.388672166503966,8.30709279421717
1018,Josh Cullen,18,1533,2,1.0142266415059566,2,1.8168634045869112,11,13,2,0,M,Burnley,2,1.0142266415059566,6.162752605974674,4.625554047524929
1433,Federico Chiesa,19,185,2,1.3744848482310772,1,1.321059763431549,12,2,2,0,M S,Liverpool,2,1.3744848482310772,3.3815762288868427,0.6860316321253777
1679,Dominic Solanke,7,397,2,1.5561984553933144,0,0.14265964925289154,9,3,1,0,F S,Tottenham,2,1.5561984553933144,2.0653034523129463,0.5014688745141029
4456,Chris Wood,8,560,2,2.0672987550497055,0,0.17429565265774727,16,3,0,0,F S,Nottingham Forest,2,2.0672987550497055,2.1495288610458374,0.16340264305472374
5232,Alexander Isak,10,519,2,2.7675887029618025,1,0.8461103290319443,15,2,0,0,F S,Liverpool,2,2.7675887029618025,3.7432759013026953,0.9481621384620667
5543,Gabriel Jesus,11,283,2,2.5946019776165485,0,0.08349096029996872,14,1,2,0,F S,Arsenal,2,2.5946019776165485,2.3332987390458584,0.6240958645939827
5722,Ibrahim Sangare,18,1344,2,1.47587104793638,2,0.8959078975021839,13,6,3,0,M S,Nottingham Forest,2,1.47587104793638,4.440927192568779,2.9071870781481266
6063,Jacob Murphy,21,1101,2,2.848827810958028,1,4.063673306256533,34,18,1,0,F M S,Newcastle United,2,2.848827810958028,6.345696981996298,1.470231257379055
6377,Joe Rodon,24,2100,2,1.3600820302963257,0,0.2685265392065048,13,4,1,0,D,Leeds,2,1.3600820302963257,4.963880779221654,4.713866921141744
6482,Eddie Nketiah,12,396,2,1.942964792251587,0,0.9605132089927793,15,7,2,0,M S,Crystal Palace,2,1.942964792251587,2.89599169138819,0.14879368524998426
6837,Ryan Sessegnon,19,1432,2,1.1924992185086012,1,2.0297102108597755,9,10,0,0,D M S,Fulham,2,1.1924992185086012,5.943084046244621,3.7283257618546486
6937,Georginio Rutter,23,1531,2,2.358099098317325,2,3.141594562679529,33,19,2,0,F M S,Brighton,2,2.358099098317325,8.471773110330105,3.859835660085082
6963,Justin Kluivert,18,909,2,2.203129260800779,0,2.294822184368968,16,22,4,0,M S,Bournemouth,2,2.203129260800779,5.1779105216264725,2.274018134921789
7166,Mathias Jensen,24,1205,2,1.1954158656299114,1,3.1011547315865755,18,17,2,0,M S,Brentford,2,1.1954158656299114,6.0223691668361425,3.141050074249506
7352,Tyler Adams,15,1226,2,0.8387879431247711,1,0.0732995793223381,8,2,5,0,M,Bournemouth,2,0.8387879431247711,4.181547071784735,4.028090659528971
7438,James Garner,26,2337,2,1.870893495157361,3,4.70538167655468,39,34,6,0,D M,Everton,2,1.870893495157361,7.858729461207986,5.532392689026892
7603,Marc Guehi,24,2160,2,3.00312695838511,2,1.9565828540362418,22,11,5,0,D,"Crystal Palace,Manchester City",2,3.00312695838511,9.528378407470882,7.401778782717884
8044,Joshua Zirkzee,16,477,2,3.1232717260718346,1,1.0525265596807003,18,8,1,0,F M S,Manchester United,2,3.1232717260718346,5.592196211218834,2.2771072015166283
8067,Reece James,23,1507,2,1.0280479714274406,4,3.3983313143253326,16,21,4,0,D M S,Chelsea,2,1.0280479714274406,7.944610890001059,6.328489359468222
8127,Amad Diallo Traore,20,1662,2,4.3976786602288485,2,3.7510240860283375,36,31,2,0,D M S,Manchester United,2,4.3976786602288485,12.794044530019164,6.241896793246269
8845,Hee-Chan Hwang,20,1175,2,2.4406477455049753,1,1.046207521110773,15,10,3,0,F M S,Wolverhampton Wanderers,1,1.679478907957673,3.593897730112076,1.1083498634397984
8875,Tolu Arokodare,23,1067,2,3.7718926146626472,0,0.6390190050005913,31,8,1,0,F S,Wolverhampton Wanderers,2,3.7718926146626472,2.9769398979842663,1.0024887146428227
8961,Rúben Dias,22,1821,2,0.3900997657328844,0,0.12039851304143667,9,3,2,0,D S,Manchester City,2,0.3900997657328844,13.382887741550803,13.226233856752515
9017,Malo Gusto,23,1498,2,1.8716575969010592,2,1.8532972242683172,11,15,2,1,D M S,Chelsea,2,1.8716575969010592,11.384880933910608,8.821011926978827
9021,Pape Sarr,17,902,2,1.5343834776431322,3,1.3346282206475735,8,6,1,0,M S,Tottenham,2,1.5343834776431322,4.927478816360235,4.162174500524998
9024,Yeremi Pino,24,1678,2,3.636117108166218,1,5.58029658999294,34,37,4,0,F M S,Crystal Palace,2,3.636117108166218,11.2988919345662,3.8607726227492094
9667,Amadou Onana,17,1177,2,0.7796960286796093,0,0.35743536055088043,8,3,2,0,M S,Aston Villa,2,0.7796960286796093,2.5362002458423376,2.0481628011912107
9790,Josko Gvardiol,16,1307,2,1.818312879651785,2,0.43760474771261215,16,4,2,0,D S,Manchester City,2,1.818312879651785,10.002344310283661,9.454283580183983
10184,Archie Gray,16,953,2,1.391280454583466,0,0.5978457983583212,7,4,4,0,D M S,Tottenham,2,1.391280454583466,2.3719334648922086,1.5669617718085647
10760,Brennan Johnson,23,1040,2,1.8936067000031471,0,0.823106350377202,15,10,4,0,F M S,"Crystal Palace,Tottenham",2,1.8936067000031471,3.7168861273676157,1.1817792858928442
10806,Kaoru Mitoma,16,1186,2,2.0851103626191616,1,2.896614070981741,15,22,2,0,F M S,Brighton,2,2.0851103626191616,6.797770380973816,2.62137112300843
10945,Santiago Bueno,18,1559,2,0.9257994666695595,1,0.30292672477662563,4,7,3,0,D S,Wolverhampton Wanderers,2,0.9257994666695595,2.6999450512230396,2.4053640039637685
11592,Nico O&#039;Reilly,25,1878,2,2.878903307020664,3,2.7748976945877075,23,17,4,0,D M S,Manchester City,2,2.878903307020664,13.813121860846877,10.931616317480803
11707,Jurriën Timber,26,2193,2,3.3576842173933983,3,2.182809400372207,23,22,4,0,D S,Arsenal,2,3.3576842173933983,10.79790129326284,8.342299008741975
12027,Mohammed Kudus,19,1577,2,2.362326920963824,5,2.574139247648418,26,21,3,0,F M,Tottenham,2,2.362326920963824,4.9626108556985855,1.4065115749835968
12149,Alex Scott,26,1925,2,2.326849441975355,1,1.3296455396339297,29,13,2,0,M S,Bournemouth,2,2.326849441975355,8.419618278741837,5.907602392137051
12721,Ladislav Krejcí,21,1807,2,1.399999689310789,1,0.7987983375787735,14,7,2,0,D M S,Wolverhampton Wanderers,2,1.399999689310789,3.3927247002720833,1.8930815607309341
12905,Nicolò Savona,14,1036,2,1.2354809269309044,0,0.5944582391530275,5,6,2,0,D S,Nottingham Forest,2,1.2354809269309044,3.0064694937318563,1.5372497662901878
13484,Mateus Mané,16,974,2,1.1839078981429338,1,0.9448521118611097,26,10,0,0,M S,Wolverhampton Wanderers,2,1.1839078981429338,2.2024216763675213,1.071860421448946
13711,Maxim De Cuyper,21,1137,2,1.5899631939828396,0,2.4678443111479282,11,19,2,0,D M S,Brighton,2,1.5899631939828396,4.476359833031893,2.812046557664871
13715,Dan Ballard,22,1669,2,3.5012194588780403,0,1.4615578018128872,21,9,3,0,D S,Sunderland,2,3.5012194588780403,4.466292455792427,2.441676042973995
13775,Estêvão,19,753,2,3.7614425346255302,2,2.7679440770298243,26,15,3,0,F M S,Chelsea,2,3.7614425346255302,9.106667935848236,3.582291418686509
13778,Igor Jesus,25,1470,2,4.414010617882013,1,1.1415598466992378,47,6,0,0,F S,Nottingham Forest,2,4.414010617882013,5.57216358371079,1.2221872322261333
13834,Ao Tanaka,20,753,2,1.0707658715546131,0,0.8854008875787258,11,8,1,0,M S,Leeds,2,1.0707658715546131,4.683371929451823,3.3302051573991776
14118,Charalampos Kostoulas,16,264,2,1.8748089708387852,1,0.6786143630743027,15,6,2,0,F S,Brighton,2,1.8748089708387852,2.4863460958004,0.343852112069726
14395,Rayan,3,201,2,0.7701944708824158,1,0.8615024294704199,6,5,1,0,M S,Bournemouth,2,0.7701944708824158,2.017463266849518,1.1353140473365784
204,Granit Xhaka,22,1965,1,0.410862329415977,5,2.979338925331831,11,25,4,0,M,Sunderland,1,0.410862329415977,5.845403912477195,4.693486850708723
239,Pascal Groß,7,555,1,0.5740843266248703,0,1.2176758348941803,7,13,2,0,M S,Brighton,1,0.5740843266248703,2.485350888222456,1.7458951734006405
489,James Milner,15,362,1,0.8859585504978895,1,0.5243688076734543,5,6,2,0,M S,Brighton,0,0.12478971295058727,1.0527688786387444,0.8669900000095367
592,Ross Barkley,9,124,1,0.35732799395918846,0,0.3777795974165201,5,3,0,0,S,Aston Villa,1,0.35732799395918846,0.7781924232840538,0.3198583275079727
605,Jordan Henderson,24,1508,1,0.5513727776706219,3,2.586128879338503,6,14,4,0,M S,Brentford,1,0.5513727776706219,6.286976221948862,4.021323112770915
660,Ben Davies,3,137,1,0.7982581853866577,0,0.024737762287259102,2,1,1,0,D S,Tottenham,1,0.7982581853866577,0.024737762287259102,0.024737762287259102
695,Bertrand Traoré,10,655,1,0.6248076185584068,0,0.9887753147631884,12,8,1,0,F M S,Sunderland,1,0.6248076185584068,2.016919732093811,1.2301255529746413
885,Kyle Walker-Peters,18,937,1,1.1882447563111782,0,0.22901761904358864,5,5,2,0,D S,West Ham,1,1.1882447563111782,3.0865802317857742,1.9071616008877754
910,Harrison Reed,5,11,1,0.02200053632259369,0,0,1,0,0,0,S,Fulham,1,0.02200053632259369,0.10458005964756012,0.08257952332496643
934,Axel Tuanzebe,11,939,1,0.5582677125930786,0,0,2,0,1,0,D,Burnley,1,0.5582677125930786,2.4150575436651707,1.856789831072092
1537,Sasa Lukic,19,1215,1,1.9415023736655712,2,1.4616979472339153,12,22,6,0,M S,Fulham,1,1.9415023736655712,4.806786088272929,2.261820299550891
1687,Harry Maguire,13,779,1,0.8884610943496227,1,0.19499868154525757,8,1,1,0,D S,Manchester United,1,0.8884610943496227,2.2067136466503143,2.2067136466503143
2517,Martin Odegaard,19,1052,1,1.0983065199106932,4,3.601466717198491,20,28,0,0,M S,Arsenal,1,1.0983065199106932,9.33865299448371,6.450560929253697
3635,Bernardo Silva,26,1930,1,1.3790779784321785,4,4.119459627196193,10,27,6,0,M S,Manchester City,1,1.3790779784321785,15.400731902569532,11.302690476179123
5659,Nordi Mukiele,24,2156,1,1.787856967188418,3,2.514418549835682,16,19,4,0,D,Sunderland,1,1.787856967188418,6.874417394399643,5.0160887613892555
5786,Yoane Wissa,11,399,1,2.3906906116753817,0,0.13480328023433685,10,2,1,0,F S,Newcastle United,1,2.3906906116753817,3.417044885456562,1.2510587573051453
5789,Boubacar Kamara,18,1434,1,1.0521572744473815,3,0.7290232917293906,7,15,5,0,M S,Aston Villa,1,1.0521572744473815,5.69795267097652,4.270241666585207
5973,Kenny Tete,18,1452,1,0.5545020941644907,0,0.8357640225440264,11,9,2,0,D S,Fulham,1,0.5545020941644907,3.172377737239003,2.614135257899761
6108,Rodrigo Bentancur,20,1440,1,0.7332391375675797,1,0.7604504339396954,9,9,5,0,M S,Tottenham,1,0.7332391375675797,3.4116876386106014,3.0354520082473755
6219,Enes Ünal,12,114,1,1.2314931713044643,0,0,8,0,1,0,S,Bournemouth,1,1.2314931713044643,1.1046856418251991,0.02419903501868248
6326,Ibrahima Konaté,25,2172,1,1.843844497576356,0,0.6734476024284959,10,6,5,0,D,Liverpool,1,1.843844497576356,7.023651007562876,6.705227110534906
6369,Ethan Ampadu,23,2050,1,1.3607431687414646,1,0.8081047004088759,15,10,7,0,M,Leeds,1,1.3607431687414646,8.529999037273228,7.935483004897833
6807,Jaka Bijol,13,1081,1,0.3913297466933727,1,0.7845794856548309,6,3,1,0,D S,Leeds,1,0.3913297466933727,3.7305901180952787,2.9460106436163187
6820,David Brooks,21,963,1,4.802635006606579,2,3.459212437272072,39,20,7,0,M S,Bournemouth,1,4.802635006606579,9.03007149323821,1.8735906817018986
6835,Tom Cairney,16,447,1,0.5568824410438538,0,0.1981053315103054,11,4,2,0,M S,Fulham,1,0.5568824410438538,2.0998437963426113,1.5951496586203575
7078,Sean Longstaff,16,938,1,0.6963180564343929,2,2.3592751920223236,13,21,2,0,M S,Leeds,1,0.6963180564343929,2.797569300979376,1.7294726222753525
7134,Marc Cucurella,24,1902,1,1.3303389567881823,3,3.033409735187888,15,25,5,1,D S,Chelsea,1,1.3303389567881823,11.65135794132948,9.830432072281837
7281,Diogo Dalot,24,1856,1,1.519354172050953,3,2.7884334614500403,16,23,4,0,D S,Manchester United,1,1.519354172050953,9.188024628907442,7.083734383806586
7752,Gabriel Martinelli,21,678,1,3.960797619074583,2,1.5631729662418365,23,8,2,0,F M S,Arsenal,1,3.960797619074583,6.441580794751644,2.1312596816569567
7753,James Justin,17,828,1,1.1198164792731404,1,1.5883157588541508,12,8,2,0,D M S,Leeds,1,1.1198164792731404,2.418516807258129,0.8867253512144089
7762,Jean-Ricner Bellegarde,18,830,1,0.6724639451131225,0,0.6534089893102646,17,7,3,0,F M S,Wolverhampton Wanderers,1,0.6724639451131225,3.9240076700225472,2.886320129968226
7814,Taiwo Awoniyi,8,180,1,1.3391021639108658,0,0.7374996244907379,6,3,0,0,F S,Nottingham Forest,1,1.3391021639108658,1.4543474167585373,0.05236778035759926
7902,Matthijs de Ligt,13,1170,1,1.3233719654381275,0,0.4281761646270752,11,3,0,0,D,Manchester United,1,1.3233719654381275,2.8319015204906464,2.3887862116098404
7908,Marshall Munetsi,13,863,1,1.8389983009546995,1,0.38085445016622543,14,3,2,0,F M S,Wolverhampton Wanderers,1,1.8389983009546995,3.0971702244132757,1.0005560396239161
8129,Riccardo Calafiori,20,1391,1,2.5522291101515293,2,0.3853544294834137,24,4,5,0,D S,Arsenal,1,2.5522291101515293,6.858921185135841,5.737467268481851
8204,Neco Williams,25,2204,1,1.286875408142805,1,3.0697043584659696,30,25,4,1,D,Nottingham Forest,1,1.286875408142805,7.4231807086616755,5.235310705378652
8214,Tyrick Mitchell,26,2317,1,1.2578495349735022,0,1.5597394704818726,11,19,5,0,D,Crystal Palace,1,1.2578495349735022,7.853882926516235,5.62119687628001
8252,Nicolás Domínguez,16,837,1,0.7124216975644231,0,0.6469359714537859,15,8,1,0,M S,Nottingham Forest,1,0.7124216975644231,2.6266947016119957,1.6411730870604515
8384,Armando Broja,19,795,1,2.5165178887546062,1,0.5188675355166197,16,4,0,0,F S,Burnley,1,2.5165178887546062,2.59495497494936,1.0258077569305897
8393,Omar Marmoush,14,377,1,1.8318727537989616,1,1.3151953108608723,13,8,1,0,F M S,Manchester City,1,1.8318727537989616,3.138948183506727,0.3007214330136776
8430,Chris Richards,22,1974,1,0.848254507407546,0,0.3358903964981437,8,6,3,0,D,Crystal Palace,1,0.848254507407546,4.557384668849409,4.345878300257027
8635,Sven Botman,15,1065,1,1.0884297844022512,0,0.5999382883310318,8,3,1,0,D S,Newcastle United,1,1.0884297844022512,2.0157711151987314,1.8991308808326721
8662,Dan Ndoye,19,1108,1,1.1357628088444471,1,1.521166693419218,14,13,1,0,F M S,Nottingham Forest,1,1.1357628088444471,3.9391670003533363,1.7598291002213955
8700,Xavi Simons,20,1398,1,1.5257382355630398,4,4.028150965459645,31,27,4,1,F M S,Tottenham,1,1.5257382355630398,7.815760212019086,4.31469205301255
8780,Joël Veltman,14,769,1,0.9520808160305023,0,0.252019003033638,3,4,4,0,D S,Brighton,1,0.9520808160305023,2.4122001603245735,2.270410306751728
8859,Mikkel Damsgaard,22,1328,1,1.3925861939787865,3,4.8385647386312485,15,29,0,0,M S,Brentford,1,1.3925861939787865,7.609539806842804,4.375697212293744
8868,Liam Delap,17,705,1,4.090379165485501,0,0.09999062120914459,26,2,2,0,F S,Chelsea,1,4.090379165485501,6.251664226874709,2.861364807933569
8941,Jacob Ramsey,16,694,1,0.8898969441652298,0,0.5015559382736683,9,9,3,0,M S,Newcastle United,1,0.8898969441652298,2.7014202382415533,2.2250710278749466
8981,Jéremy Doku,20,1190,1,2.6607802119106054,4,5.212393729016185,20,39,0,0,F M S,Manchester City,1,2.6607802119106054,12.341189740225673,6.257683956064284
8986,Omar Alderete,22,1911,1,1.2633268032222986,1,0.5181456748396158,17,7,4,0,D S,Sunderland,1,1.2633268032222986,3.520530954003334,2.8753648698329926
9154,Elliot Anderson,26,2340,1,2.1106867780908942,2,2.2092606211081147,27,39,4,0,M,Nottingham Forest,0,1.349517940543592,10.64997037872672,8.253070041537285
9205,Jayden Bogle,24,2041,1,1.6643979661166668,1,1.2082280218601227,11,10,4,0,D M S,Leeds,1,1.6643979661166668,7.535436058416963,5.101366428658366
9501,Fabio Carvalho,6,97,1,0.6895682029426098,0,0,2,0,0,0,M S,Brentford,1,0.6895682029426098,0.6895682029426098,0
9556,William Osula,13,204,1,0.8179690502583981,0,0.060651179403066635,7,1,0,0,F S,Newcastle United,1,0.8179690502583981,0.6107856072485447,0.1278870292007923
9558,Hannibal Mejbri,18,636,1,0.3442569333128631,1,1.6258294880390167,9,10,5,0,M S,Burnley,1,0.3442569333128631,2.820847232826054,1.8192390576004982
9680,Vitaly Janelt,21,1184,1,0.6775090815499425,4,3.589389992877841,10,19,7,0,M S,Brentford,1,0.6775090815499425,5.472914127632976,2.916205544024706
9733,Nathan Collins,24,2020,1,2.259463855996728,2,1.7811758294701576,12,6,4,0,D S,Brentford,1,2.259463855996728,5.641894651576877,4.899752724915743
9767,Habib Diarra,9,681,1,1.1267905738204718,0,0.15947006829082966,10,2,3,0,M S,Sunderland,1,1.1267905738204718,1.8934111911803484,0.6968009434640408
9802,Nico González,21,1385,1,0.5000531869009137,0,0.7464621812105179,12,8,6,0,M S,Manchester City,1,0.5000531869009137,13.562091901898384,13.081854162737727
9911,Piero Hincapié,17,1219,1,0.3834811747074127,1,0.8007990792393684,1,8,2,0,D S,Arsenal,1,0.3834811747074127,5.620641738176346,5.32194010168314
9977,Loum Tchaouna,19,803,1,0.8988146763294935,0,0.3216678649187088,15,3,1,0,F M S,Burnley,1,0.8988146763294935,2.5871361568570137,1.4869662057608366
10140,Hugo Bueno,24,1666,1,0.6378538571298122,1,1.9735003067180514,10,25,1,0,D M S,Wolverhampton Wanderers,1,0.6378538571298122,4.277627144008875,2.4210870638489723
10348,Omari Hutchinson,20,1007,1,1.9135494846850634,3,3.4807796888053417,19,24,0,0,M S,Nottingham Forest,1,1.9135494846850634,6.813738150522113,2.914607534185052
10552,Alejandro Garnacho,16,921,1,3.0966181494295597,3,2.7730846852064133,22,17,1,0,M S,Chelsea,1,3.0966181494295597,8.570598516613245,3.816423736512661
10717,Rodrigo Muniz,9,406,1,1.9350299537181854,1,0.5490759136155248,13,5,1,0,F S,Fulham,1,1.9350299537181854,2.180855181068182,1.0010120272636414
10744,Ryan Christie,16,411,1,1.3576029799878597,0,0.8650488443672657,14,7,1,0,M S,Bournemouth,1,1.3576029799878597,4.235264344140887,2.2113526593893766
10770,Soungoutou Magassa,15,750,1,0.5382922971621156,0,0.7463846588507295,4,5,2,0,M S,West Ham,1,0.5382922971621156,1.7582745924592018,0.9235024824738503
10948,Valentín Castellanos,6,491,1,2.785563439130783,0,0.23665964603424072,15,4,2,0,F,West Ham,1,2.785563439130783,2.5152509305626154,0.22238376550376415
11000,Matheus Nunes,23,1907,1,0.5851309476420283,4,1.78222525306046,5,14,4,0,D S,Manchester City,1,0.5851309476420283,14.228589370846748,13.41107140481472
11269,Jack Hinshelwood,15,755,1,0.7810137681663036,1,0.3561404310166836,12,4,0,0,D M S,Brighton,1,0.7810137681663036,2.8317384496331215,2.227153167128563
11310,Brajan Gruda,18,716,1,1.772459496743977,1,1.2154594017192721,16,16,2,0,M S,Brighton,1,1.772459496743977,5.479941666126251,2.844237370416522
11357,Noni Madueke,18,858,1,1.661171793937683,1,2.5331555157899857,17,15,0,0,F M S,Arsenal,1,1.661171793937683,4.700229998677969,2.4219183772802353
11386,Lewis Miley,19,1110,1,1.3760087750852108,3,1.7092238739132881,12,14,0,0,D M S,Newcastle United,1,1.3760087750852108,5.252447476610541,4.736966289579868
11709,Milos Kerkez,24,1733,1,0.9479845771566033,1,1.7052766270935535,7,23,4,0,D S,Liverpool,1,0.9479845771566033,7.9475233647972345,5.8111169077456
11710,Simon Adingra,14,665,1,0.33560439944267273,0,0.7323711905628443,6,7,2,0,F M S,Sunderland,1,0.33560439944267273,1.9754448235034943,1.0532179661095142
11728,Calvin Bassey,18,1443,1,0.8186941128224134,0,0.07373635470867157,6,4,3,0,D S,Fulham,1,0.8186941128224134,3.880718220025301,3.822092466056347
11772,Yehor Yarmolyuk,26,1900,1,1.3501612106338143,2,1.1682208143174648,15,11,5,0,M S,Brentford,1,1.3501612106338143,6.880673344247043,5.524401653558016
11936,Lorenzo Lucca,2,107,1,1.1281560063362122,0,0,3,0,0,0,F S,Nottingham Forest,1,1.1281560063362122,1.1884786486625671,0.06032259576022625
12123,Murillo,18,1551,1,0.34217347856611013,0,0.19882832746952772,7,6,3,0,D,Nottingham Forest,1,0.34217347856611013,5.320247732102871,5.07350261695683
12168,Alejandro Jiménez,22,1622,1,1.010873045772314,0,0.9040462356060743,14,8,8,0,D M S,Bournemouth,1,1.010873045772314,4.064059380441904,2.531484317034483
12535,Josh Acheampong,11,573,1,0.6539264097809792,0,0.06628944724798203,3,1,1,0,D S,Chelsea,1,0.6539264097809792,2.0332134179770947,2.0332134179770947
12756,Rodrigo Gomes,12,566,1,0.9001915324479342,0,0.15131350979208946,12,3,0,0,D F M S,Wolverhampton Wanderers,1,0.9001915324479342,1.470757806673646,0.46481684409081936
12759,Yankuba Minteh,24,1647,1,3.0673204753547907,4,3.8783950116485357,33,30,0,0,M S,Brighton,1,3.0673204753547907,10.571959350258112,5.486682424321771
