season_x,GW,team_x,opp_team_name,opponent_score
2016-17,1,,Chelsea,2.0
2016-17,1,,Spurs,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Southampton,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Stoke,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Watford,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Leicester,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Swansea,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Everton,1.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Stoke,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Everton,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Everton,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Southampton,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Southampton,1.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Watford,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Everton,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Hull,2.0
2016-17,1,,West Ham,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Leicester,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Middlesbrough,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Burnley,0.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Watford,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Burnley,0.0
2016-17,1,,Watford,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Everton,1.0
2016-17,1,,Leicester,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Spurs,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Middlesbrough,1.0
2016-17,1,,Burnley,0.0
2016-17,1,,Watford,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Leicester,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Swansea,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Leicester,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Spurs,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Man City,2.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Hull,2.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Everton,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Burnley,0.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Chelsea,2.0
2016-17,1,,West Brom,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Southampton,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Watford,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Swansea,1.0
2016-17,1,,Chelsea,2.0
2016-17,1,,West Ham,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,West Ham,1.0
2016-17,1,,Hull,2.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Watford,1.0
2016-17,1,,Burnley,0.0
2016-17,1,,West Ham,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Southampton,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Watford,1.0
2016-17,1,,Man City,2.0
2016-17,1,,Watford,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Middlesbrough,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Hull,2.0
2016-17,1,,West Ham,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Leicester,1.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Spurs,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Crystal Palace,0.0
2016-17,1,,West Brom,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Watford,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Liverpool,4.0
2016-17,1,,Bournemouth,1.0
2016-17,1,,Everton,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Spurs,1.0
2016-17,1,,Swansea,1.0
2016-17,1,,Arsenal,3.0
2016-17,1,,Southampton,1.0
2016-17,1,,Man Utd,3.0
2016-17,1,,Watford,1.0
2016-17,1,,West Brom,1.0
2016-17,1,,Hull,2.0
2016-17,1,,West Brom,1.0
2016-17,1,,West Ham,1.0
2016-17,1,,Sunderland,1.0
2016-17,1,,Chelsea,2.0
2016-17,1,,Middlesbrough,1.0
2016-17,10,,Everton,2.0
2016-17,10,,West Ham,0.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Hull,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,Bournemouth,0.0
2016-17,10,,Bournemouth,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Stoke,3.0
2016-17,10,,Burnley,0.0
2016-17,10,,Watford,1.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Everton,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Burnley,0.0
2016-17,10,,Everton,2.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Everton,2.0
2016-17,10,,Burnley,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,Spurs,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Man City,4.0
2016-17,10,,Bournemouth,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Bournemouth,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Leicester,1.0
2016-17,10,,Spurs,1.0
2016-17,10,,Hull,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Hull,0.0
2016-17,10,,Man City,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Southampton,0.0
2016-17,10,,Spurs,1.0
2016-17,10,,Stoke,3.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Leicester,1.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Burnley,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,Spurs,1.0
2016-17,10,,Southampton,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,West Ham,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,Watford,1.0
2016-17,10,,Burnley,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Swansea,1.0
2016-17,10,,West Brom,0.0
2016-17,10,,Stoke,3.0
2016-17,10,,West Brom,0.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Southampton,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Stoke,3.0
2016-17,10,,Man City,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Leicester,1.0
2016-17,10,,Watford,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Sunderland,1.0
2016-17,10,,West Ham,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Spurs,1.0
2016-17,10,,Swansea,1.0
2016-17,10,,Stoke,3.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Watford,1.0
2016-17,10,,Liverpool,4.0
2016-17,10,,West Ham,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Spurs,1.0
2016-17,10,,Watford,1.0
2016-17,10,,Arsenal,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Spurs,1.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,West Ham,0.0
2016-17,10,,Liverpool,4.0
2016-17,10,,West Brom,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Man City,4.0
2016-17,10,,Man City,4.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Arsenal,4.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Burnley,0.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Spurs,1.0
2016-17,10,,West Brom,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Southampton,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,Swansea,1.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Stoke,3.0
2016-17,10,,Burnley,0.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Everton,2.0
2016-17,10,,Southampton,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,Spurs,1.0
2016-17,10,,Everton,2.0
2016-17,10,,Liverpool,4.0
2016-17,10,,West Ham,0.0
2016-17,10,,Hull,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Man City,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Everton,2.0
2016-17,10,,Southampton,0.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Leicester,1.0
2016-17,10,,Southampton,0.0
2016-17,10,,Spurs,1.0
2016-17,10,,Southampton,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Stoke,3.0
2016-17,10,,Southampton,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Hull,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Stoke,3.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Arsenal,4.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Burnley,0.0
2016-17,10,,Swansea,1.0
2016-17,10,,West Ham,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,Chelsea,2.0
2016-17,10,,West Brom,0.0
2016-17,10,,Everton,2.0
2016-17,10,,Spurs,1.0
2016-17,10,,Hull,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Watford,1.0
2016-17,10,,Sunderland,1.0
2016-17,10,,West Ham,0.0
2016-17,10,,West Ham,0.0
2016-17,10,,Southampton,0.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Man City,4.0
2016-17,10,,Everton,2.0
2016-17,10,,Man City,4.0
2016-17,10,,Liverpool,4.0
2016-17,10,,West Ham,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Burnley,0.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Sunderland,1.0
2016-17,10,,Burnley,0.0
2016-17,10,,Leicester,1.0
2016-17,10,,West Ham,0.0
2016-17,10,,West Ham,0.0
2016-17,10,,Man Utd,0.0
2016-17,10,,Crystal Palace,2.0
2016-17,10,,Hull,0.0
2016-17,10,,Middlesbrough,2.0
2016-17,10,,Chelsea,2.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Spurs,1.0
2016-17,10,,Liverpool,4.0
2016-17,10,,Southampton,0.0
2016-17,10,,West Brom,0.0
2016-17,10,,Everton,2.0
2016-17,10,,Swansea,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Spurs,1.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Everton,0.0
2016-17,11,,Man City,1.0
2016-17,11,,Man City,1.0
2016-17,11,,Watford,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Spurs,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Swansea,1.0
2016-17,11,,Southampton,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Burnley,3.0
2016-17,11,,Stoke,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Leicester,1.0
2016-17,11,,Man City,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Everton,0.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Man City,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Burnley,3.0
2016-17,11,,Arsenal,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Swansea,1.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Burnley,3.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Leicester,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Everton,0.0
2016-17,11,,West Brom,2.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Watford,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Everton,0.0
2016-17,11,,Arsenal,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,Everton,0.0
2016-17,11,,Watford,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Everton,0.0
2016-17,11,,Southampton,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,West Ham,1.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Everton,0.0
2016-17,11,,Watford,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Leicester,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Southampton,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,West Ham,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Hull,2.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Southampton,1.0
2016-17,11,,Burnley,3.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Watford,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Burnley,3.0
2016-17,11,,Hull,2.0
2016-17,11,,West Brom,2.0
2016-17,11,,Southampton,1.0
2016-17,11,,Bournemouth,1.0
2016-17,11,,Hull,2.0
2016-17,11,,West Brom,2.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Swansea,1.0
2016-17,11,,Watford,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Burnley,3.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Leicester,1.0
2016-17,11,,Leicester,1.0
2016-17,11,,Watford,1.0
2016-17,11,,Bournemouth,1.0
2016-17,11,,Watford,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,West Brom,2.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Spurs,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Everton,0.0
2016-17,11,,Arsenal,1.0
2016-17,11,,West Ham,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Watford,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Swansea,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Watford,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Everton,0.0
2016-17,11,,Swansea,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Burnley,3.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Leicester,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Spurs,1.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Stoke,1.0
2016-17,11,,Everton,0.0
2016-17,11,,Spurs,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Everton,0.0
2016-17,11,,West Brom,2.0
2016-17,11,,Everton,0.0
2016-17,11,,Watford,1.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Hull,2.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Everton,0.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Everton,0.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Man Utd,3.0
2016-17,11,,Spurs,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Bournemouth,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Swansea,1.0
2016-17,11,,West Ham,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Swansea,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,West Brom,2.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Watford,1.0
2016-17,11,,Southampton,1.0
2016-17,11,,Spurs,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Everton,0.0
2016-17,11,,Hull,2.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Watford,1.0
2016-17,11,,Leicester,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,Leicester,1.0
2016-17,11,,Burnley,3.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Spurs,1.0
2016-17,11,,Hull,2.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Spurs,1.0
2016-17,11,,Swansea,1.0
2016-17,11,,Arsenal,1.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Chelsea,5.0
2016-17,11,,Crystal Palace,2.0
2016-17,11,,Watford,1.0
2016-17,11,,Liverpool,6.0
2016-17,11,,Sunderland,2.0
2016-17,11,,Hull,2.0
2016-17,11,,Burnley,3.0
2016-17,11,,West Brom,2.0
2016-17,11,,Burnley,3.0
2016-17,11,,Everton,0.0
2016-17,11,,Middlesbrough,1.0
2016-17,11,,Stoke,1.0
2016-17,11,,West Ham,1.0
2016-17,12,,Spurs,3.0
2016-17,12,,Swansea,1.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Leicester,1.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Chelsea,1.0
2016-17,12,,Chelsea,1.0
2016-17,12,,Southampton,0.0
2016-17,12,,Stoke,0.0
2016-17,12,,Spurs,3.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Everton,1.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Sunderland,3.0
2016-17,12,,West Brom,4.0
2016-17,12,,Man City,2.0
2016-17,12,,Spurs,3.0
2016-17,12,,Spurs,3.0
2016-17,12,,Spurs,3.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Spurs,3.0
2016-17,12,,West Brom,4.0
2016-17,12,,Spurs,3.0
2016-17,12,,Arsenal,1.0
2016-17,12,,West Ham,2.0
2016-17,12,,Watford,2.0
2016-17,12,,West Ham,2.0
2016-17,12,,Burnley,0.0
2016-17,12,,Chelsea,1.0
2016-17,12,,West Brom,4.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Stoke,0.0
2016-17,12,,Chelsea,1.0
2016-17,12,,West Ham,2.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Spurs,3.0
2016-17,12,,Man City,2.0
2016-17,12,,West Ham,2.0
2016-17,12,,Watford,2.0
2016-17,12,,Leicester,1.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Man City,2.0
2016-17,12,,Leicester,1.0
2016-17,12,,Burnley,0.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Watford,2.0
2016-17,12,,Everton,1.0
2016-17,12,,Southampton,0.0
2016-17,12,,West Ham,2.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Stoke,0.0
2016-17,12,,Spurs,3.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,West Ham,2.0
2016-17,12,,Watford,2.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Swansea,1.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Sunderland,3.0
2016-17,12,,Arsenal,1.0
2016-17,12,,West Ham,2.0
2016-17,12,,West Ham,2.0
2016-17,12,,Bournemouth,1.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Everton,1.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Everton,1.0
2016-17,12,,Burnley,0.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Stoke,0.0
2016-17,12,,West Ham,2.0
2016-17,12,,Sunderland,3.0
2016-17,12,,West Ham,2.0
2016-17,12,,West Ham,2.0
2016-17,12,,West Ham,2.0
2016-17,12,,Man Utd,1.0
2016-17,12,,Swansea,1.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Watford,2.0
2016-17,12,,Bournemouth,1.0
2016-17,12,,Everton,1.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Stoke,0.0
2016-17,12,,Sunderland,3.0
2016-17,12,,Man City,2.0
2016-17,12,,Swansea,1.0
2016-17,12,,Southampton,0.0
2016-17,12,,West Brom,4.0
2016-17,12,,Man City,2.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Watford,2.0
2016-17,12,,Sunderland,3.0
2016-17,12,,Hull,0.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Watford,2.0
2016-17,12,,West Brom,4.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Southampton,0.0
2016-17,12,,Swansea,1.0
2016-17,12,,Man City,2.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,West Brom,4.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Burnley,0.0
2016-17,12,,Burnley,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Hull,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Stoke,0.0
2016-17,12,,Spurs,3.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Stoke,0.0
2016-17,12,,Watford,2.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,Crystal Palace,1.0
2016-17,12,,West Brom,4.0
2016-17,12,,Man Utd,1.0
2016-17,12,,West Ham,2.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,West Ham,2.0
2016-17,12,,Bournemouth,1.0
2016-17,12,,Stoke,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Everton,1.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Stoke,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Spurs,3.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Arsenal,1.0
2016-17,12,,Watford,2.0
2016-17,12,,Spurs,3.0
2016-17,12,,Man City,2.0
2016-17,12,,Swansea,1.0
2016-17,12,,Leicester,1.0
2016-17,12,,West Brom,4.0
2016-17,12,,Burnley,0.0
2016-17,12,,Liverpool,0.0
2016-17,12,,Man Utd,1.0
2016-17,12,,West Brom,4.0
2016-17,12,,Spurs,3.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Man Utd,1.0
2016-17,12,,West Ham,2.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Watford,2.0
2016-17,12,,Middlesbrough,0.0
2016-17,12,,Southampton,0.0
2016-17,12,,Stoke,0.0
